Project,Subproject,Treatment,"Deployment Name","ID Type","Deployment ID","Sequence ID","Begin Time","End Time","Species Name","Common Name",Age,Sex,"Individually Identifiable",Count,"Actual Lat","Actual Lon",Fuzzed
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s132,2018-11-18T20:23:38,2018-11-18T20:23:50,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s133,2018-11-19T00:48:22,2018-11-19T00:48:52,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s134,2018-11-21T11:58:57,2018-11-21T11:59:02,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s135,2018-11-21T19:30:21,2018-11-21T19:30:26,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s136,2018-11-21T23:28:55,2018-11-21T23:29:03,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s137,2018-11-25T02:29:34,2018-11-25T02:30:23,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s137,2018-11-25T02:29:34,2018-11-25T02:30:23,"Odocoileus virginianus","White-tailed Deer",Juvenile,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s138,2018-11-25T05:17:12,2018-11-25T05:17:36,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s139,2018-11-25T06:06:42,2018-11-25T06:07:29,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s14,2018-09-21T20:56:47,2018-09-21T20:57:29,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s140,2018-11-25T06:09:02,2018-11-25T06:09:17,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s141,2018-11-25T06:10:21,2018-11-25T06:10:52,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s142,2018-11-29T08:15:38,2018-11-29T08:15:44,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s143,2018-12-03T18:13:09,2018-12-03T18:13:22,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s144,2018-12-06T23:53:34,2018-12-06T23:53:40,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s145,2018-12-16T03:41:40,2018-12-16T03:41:55,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s146,2018-12-16T04:08:56,2018-12-16T04:09:08,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s147,2018-12-16T05:43:59,2018-12-16T05:44:38,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s148,2018-12-17T17:42:17,2018-12-17T17:42:42,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s149,2018-12-20T09:37:13,2018-12-20T09:37:19,"Canis familiaris","Domestic Dog",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s149,2018-12-20T09:37:13,2018-12-20T09:37:19,"Homo sapiens","Human non-staff",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s15,2018-09-21T21:21:20,2018-09-21T21:21:32,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s150,2018-12-23T01:32:42,2018-12-23T01:32:47,"Canis latrans",Coyote,Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s151,2019-01-14T11:53:18,2019-01-14T11:53:25,Vehicle,Vehicle,Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s152,2019-01-17T11:00:36,2019-01-17T11:00:41,Vehicle,Vehicle,Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s153,2019-04-06T21:35:00,2019-04-06T21:35:06,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s154,2019-04-07T02:04:48,2019-04-07T02:04:53,"Mephitis mephitis","Striped Skunk",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s155,2019-04-10T08:00:36,2019-04-10T08:00:42,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s156,2019-04-18T04:42:15,2019-04-18T04:42:21,"No Animal","No Animal",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s157,2019-04-18T08:59:28,2019-04-18T08:59:47,"Other Bird species","Other Bird species",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s158,2019-04-23T18:58:10,2019-04-23T18:58:16,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s159,2019-04-25T12:13:28,2019-04-25T12:13:35,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s16,2018-09-22T00:06:04,2018-09-22T00:06:10,"Mephitis mephitis","Striped Skunk",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s160,2019-04-28T15:28:28,2019-04-28T15:28:35,"Ursus arctos","Brown Bear",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s161,2019-04-30T14:25:15,2019-04-30T14:25:22,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s162,2019-04-30T15:40:57,2019-04-30T15:41:05,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s163,2019-05-01T11:59:04,2019-05-01T11:59:11,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s164,2019-05-03T11:06:07,2019-05-03T11:06:46,"Other Bird species","Other Bird species",Unknown,Unknown,N,3,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s165,2019-05-03T11:12:53,2019-05-03T11:13:01,"Other Bird species","Other Bird species",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s166,2019-05-03T11:25:29,2019-05-03T11:25:45,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s167,2019-05-03T11:43:41,2019-05-03T11:43:56,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s168,2019-05-05T06:16:56,2019-05-05T06:17:04,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s169,2019-05-05T11:58:33,2019-05-05T11:59:14,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,4,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s169,2019-05-05T11:58:33,2019-05-05T11:59:14,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s17,2018-09-22T23:29:32,2018-09-22T23:30:23,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s170,2019-05-07T10:29:12,2019-05-07T10:29:45,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s171,2019-05-07T20:49:50,2019-05-07T20:49:56,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s172,2019-05-07T21:00:28,2019-05-07T21:00:34,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s173,2019-05-07T21:02:24,2019-05-07T21:02:30,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s174,2019-05-09T10:09:48,2019-05-09T10:09:55,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s175,2019-05-09T10:17:58,2019-05-09T10:18:05,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s176,2019-05-10T06:04:13,2019-05-10T06:04:20,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s177,2019-05-10T08:42:41,2019-05-10T08:42:58,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s177,2019-05-10T08:42:41,2019-05-10T08:42:58,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s178,2019-05-10T13:03:38,2019-05-10T13:04:32,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s179,2019-05-12T00:58:58,2019-05-12T00:59:17,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s18,2018-09-22T23:36:35,2018-09-22T23:36:41,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s180,2019-05-12T07:21:24,2019-05-12T07:21:57,"Other Bird species","Other Bird species",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s181,2019-05-12T07:23:03,2019-05-12T07:23:10,"Other Bird species","Other Bird species",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s182,2019-05-12T07:29:28,2019-05-12T07:29:35,"Other Bird species","Other Bird species",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s183,2019-05-12T13:20:57,2019-05-12T13:21:17,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s184,2019-05-12T13:30:43,2019-05-12T13:30:50,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s185,2019-05-12T14:08:39,2019-05-12T14:08:45,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s185,2019-05-12T14:08:39,2019-05-12T14:08:45,"Other Bird species","Other Bird species",Unknown,Unknown,N,3,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s186,2019-05-14T20:20:02,2019-05-14T20:22:06,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,3,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s186,2019-05-14T20:20:02,2019-05-14T20:22:06,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s187,2019-05-14T20:27:03,2019-05-14T20:27:43,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s188,2019-05-14T20:30:29,2019-05-14T20:30:36,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s189,2019-05-14T20:33:22,2019-05-14T20:33:28,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s19,2018-09-22T23:46:28,2018-09-22T23:46:51,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s190,2019-05-14T21:02:38,2019-05-14T21:02:43,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s191,2019-05-14T21:04:42,2019-05-14T21:06:17,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s192,2019-05-15T17:19:05,2019-05-15T17:20:08,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s193,2019-05-17T04:13:34,2019-05-17T04:13:55,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s194,2019-05-17T20:00:30,2019-05-17T20:00:36,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,3,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s195,2019-05-17T22:04:16,2019-05-17T22:04:25,"Ursus arctos","Brown Bear",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s196,2019-05-18T05:06:38,2019-05-18T05:07:35,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s197,2019-05-18T05:32:24,2019-05-18T05:33:30,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,5,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s198,2019-05-18T06:16:45,2019-05-18T06:17:01,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s199,2019-05-19T06:52:54,2019-05-19T06:53:24,"Ursus arctos","Brown Bear",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s2,2018-09-18T21:11:03,2018-09-18T21:11:10,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s20,2018-09-23T00:02:15,2018-09-23T00:02:20,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s200,2019-05-19T09:36:42,2019-05-19T09:37:06,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s201,2019-05-20T07:58:25,2019-05-20T07:58:31,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s202,2019-05-20T19:39:00,2019-05-20T19:43:09,"Ursus arctos","Brown Bear",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s203,2019-05-20T19:45:41,2019-05-20T19:57:14,"Ursus arctos","Brown Bear",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s204,2019-05-21T07:38:54,2019-05-21T07:39:10,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,4,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s205,2019-05-21T11:13:22,2019-05-21T11:13:28,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s206,2019-05-21T22:09:57,2019-05-21T22:12:21,"Ursus arctos","Brown Bear",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s207,2019-05-22T05:01:33,2019-05-22T05:01:45,"Ursus arctos","Brown Bear",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s208,2019-05-22T05:08:45,2019-05-22T05:09:08,"Ursus arctos","Brown Bear",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s209,2019-05-22T05:17:01,2019-05-22T05:18:01,"Ursus arctos","Brown Bear",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s21,2018-09-23T19:18:36,2018-09-23T19:19:18,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s210,2019-05-22T05:27:03,2019-05-22T05:27:53,"Ursus arctos","Brown Bear",Unknown,Unknown,N,2,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s211,2019-05-22T07:16:47,2019-05-22T07:16:54,"Ursus arctos","Brown Bear",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s212,2019-05-22T15:57:40,2019-05-22T15:57:55,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s22,2018-09-23T19:21:29,2018-09-23T19:21:35,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.09565,-113.20647,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec048_Mem001.20180918,Researcher,d66450,d66450s22,2018-09-23T19:21:29,2018-09-23T19:21:35,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.09565,-113.20647,False
