deployment_id,deployment_name,proposed_date_out,proposed_retrieval_date,actual_date_out,retrieval_date,proposed_lat,proposed_long,actual_lat,actual_long,fuzzed,project_id,project_name,sub_project_id,sub_project_name,sub_project_design,plot_name,plot_treatment,camera_failure_details,deployment_notes,bait_type,bait_description,feature,feature_type_methodology,image_resolution_setting,detection_distance,sensitivity_setting,quiet_period_setting,camera_id
"d66422","BAC.BLCH_Rec025_Mem041.20190611","","","2019-06-11","2019-07-25","","","47.08541","-113.10170","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec025"
"d46069","BAC.BAND_Rec064_Mem001.20180612","","","2018-06-12","2018-07-27","","","47.07061","-113.24006","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","22.9","","","Rec064"
"d66450","BAC.BAND_Rec048_Mem001.20180918","","","2018-09-18","2019-05-22","","","47.09565","-113.20647","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec048"
"d64691","BAC.MSLA_Bro026_Mem132.20190818","","","2019-08-18","2019-10-12","","","46.80779","-114.06050","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Bro026"
"d46074","BAC.BAND_Rec060_Mem007.20180612","","","2018-06-12","2018-07-27","","","47.06059","-113.26067","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec060"
"d44312","BAC.BAND_Rec060_Mem100.20180513","","","2018-05-13","2018-06-05","","","47.06399","-113.25818","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Unknown Failure","Camera misfired many times (grass?) and ran out of space on SD card on 6/5/2018.","No Bait","","Not Entered","","","31","","","Rec060"
"d64678","BAC.MSLA_Bro062_Mem173.20190515","","","2019-05-15","2019-06-05","","","46.86038","-113.98605","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","25","","","Bro062"
"d66470","BAC.BLCH_Rec064_Mem030.20191024","","","2019-10-24","2020-05-22","","","47.03819","-113.07587","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec064"
"d66456","BAC.BLCH_Rec004_Mem000.20191024","","","2019-10-24","2020-05-22","","","47.08604","-113.10848","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec004"
"d66468","BAC.BLCH_Rec060_Mem090.20191024","","","2019-10-24","2020-05-22","","","47.05694","-113.05146","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec060"
"d66458","BAC.BLCH_Rec025_Mem054.20191024","","","2019-10-24","2020-03-27","","","47.08624","-113.07650","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Unknown Failure","Camera ran out of batteries on 4/21/2020 12:00","No Bait","","Not Entered","","","14.5","","","Rec025"
"d66463","BAC.BLCH_Rec045_Mem106.20191024","","","2019-10-24","2020-05-22","","","47.05348","-113.07412","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec045"
"d66425","BAC.BLCH_Rec039_Mem045.20190611","","","2019-06-11","2019-07-25","","","47.07444","-113.10935","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec039"
"d66461","BAC.BLCH_Rec042_Mem020.20191024","","","2019-10-24","2020-05-22","","","47.06908","-113.06391","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec042"
"d66455","BAC.BAND_Rec043_Mem002.20180918","","","2018-09-21","2019-05-16","","","47.09335","-113.23933","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","Camera not active through part of the winter (covered in snow).","No Bait","","Not Entered","","","20.1","","","Rec043"
"d66469","BAC.BLCH_Rec063_Mem034.20191024","","","2019-10-24","2020-05-22","","","47.06086","-113.07758","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec063"
"d66441","BAC.BAND_Rec012_Mem013.20180914","","","2018-09-14","2019-06-24","","","47.10624","-113.19959","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec012"
"d66462","BAC.BLCH_Rec044_Mem076.20191024","","","2019-10-24","2020-05-22","","","47.07359","-113.07820","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec044"
"d66457","BAC.BLCH_Rec006_Mem025.20191024","","","2019-10-24","2020-05-22","","","47.04284","-113.09267","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec006"
"d27637","BAC.TRMR_Rec009_Mem008.20170625","","","2017-06-25","2017-07-25","","","48.06308","-112.71950","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec009"
"d27582","BAC.TRMR_Bus999_Mem999.20170510","","","2017-05-09","2017-06-23","","","48.11311","-112.67388","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera bumped by domestic cows part of the way through the deployment, but the camera was still useable.","No Bait","","Not Entered","","","15","","","Bus999"
"d27581","BAC.TRMR_Bus998_Mem998.20170510","","","2010-12-31","2011-02-04","","","48.10301","-112.69960","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Unknown Failure","Camera display was not functioning on deployment, so date/time stamp is incorrect.  Date/Time on camera starts at 1/1/17 00:00.  Actual date/time start is 5/9/17 17:15.  Camera was retrieved on 6/23, but camera stopped taking photos on 6/13.  This was likely due to low battery power, but we could not tell due to the display not functioning.  Tall grass was completely obscuring the camera upon retrieval.","No Bait","","Not Entered","","","25","","","Bus998"
"d27633","BAC.TRMR_Rec013_Mem012.20170625","","","2017-06-25","2017-07-25","","","48.11323","-112.68815","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec013"
"d27629","BAC.TRMR_Rec010_Mem009.20170624","","","2017-06-24","2017-07-24","","","48.09932","-112.66307","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec010"
"d27636","BAC.TRMR_Rec002_Mem001.20170625","","","2017-06-25","2017-07-25","","","48.07270","-112.72614","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18","","","Rec002"
"d27639","BAC.TRMR_Rec006_Mem005.20170625","","","2017-06-25","2017-07-26","","","48.08986","-112.67179","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.8","","","Rec006"
"d27635","BAC.TRMR_Rec004_Mem003.20170625","","","2017-06-25","2017-07-25","","","48.05907","-112.73390","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera placed along cattle/game trail.","No Bait","","Not Entered","","","11","","","Rec003"
"d27630","BAC.TRMR_Rec008_Mem007.20170624","","","2017-06-24","2017-07-25","","","48.09347","-112.68844","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camear attached to small tree, so there were several photos taken without animals due to the tree moving in the wind.","No Bait","","Not Entered","","","15.5","","","Rec008"
"d27628","BAC.TRMR_Rec005_Mem004.20170624","","","2017-06-24","2017-07-24","","","48.12315","-112.69293","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera bumped several times by elk and bear, but camera stayed affixed to post.","No Bait","","Not Entered","","","15.5","","","Rec005"
"d27634","BAC.TRMR_Rec011_Mem010.20170625","","","2017-06-25","2017-07-25","","","48.09324","-112.70484","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera bumped by cows, but still useable.","No Bait","","Not Entered","","","12.8","","","Rec011"
"d27632","BAC.TRMR_Rec007_Mem006.20170624","","","2017-06-24","2017-07-26","","","48.07914","-112.62955","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec007"
"d28170","BAC.TRMR_Rec014_Mem013.20170624","","","2017-06-24","2017-07-26","","","48.08241","-112.64438","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera bumped by elk, but still useable.","No Bait","","Not Entered","","","12.8","","","Rec014"
"d28169","BAC.TRMR_Rec003_Mem002.20170625_2nd","","","2017-06-25","2017-07-25","","","48.09119","-112.72680","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Cows surrounding camera at pickup.","No Bait","","Not Entered","","","15.5","","","Rec003"
"d28160","BAC.TRMR_Rec014_Mem054.20170726","","","2017-07-26","2017-09-05","","","48.08277","-112.63965","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec014"
"d28162","BAC.TRMR_Rec033_Mem032.20170726","","","2017-07-26","2017-09-04","","","48.08777","-112.65381","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Rec033"
"d28136","BAC.TRMR_Rec001_Mem044.20170724","","","2017-07-24","2017-09-02","","","48.11614","-112.65822","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera placed on fence corner post.","No Bait","","Not Entered","","","10.1","","","Rec001"
"d28142","BAC.TRMR_Rec003_Mem047.20170725","","","2017-07-25","2017-09-03","","","48.05358","-112.72569","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Rec003"
"d28156","BAC.TRMR_Rec034_Mem033.20170725","","","2017-07-25","2017-09-03","","","48.10986","-112.68337","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec034"
"d28140","BAC.TRMR_Rec005_Mem045.20170724","","","2017-07-24","2017-09-02","","","48.11862","-112.69581","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera moved slightly by elk/coyote","No Bait","","Not Entered","","","12.8","","","Rec005"
"d28155","BAC.TRMR_Rec013_Mem052.20170725","","","2017-07-25","2017-09-03","","","48.12172","-112.67696","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec013"
"d28152","BAC.TRMR_Rec031_Mem030.20170725","","","2017-07-25","2017-09-03","","","48.10507","-112.69556","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec031"
"d28145","BAC.TRMR_Rec009_Mem048.20170725","","","2017-07-25","2017-09-03","","","48.06545","-112.72112","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec009"
"d28157","BAC.TRMR_Rec029_Mem028.20170725","","","2017-07-25","2017-09-03","","","48.11057","-112.67324","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Rec029"
"d28148","BAC.TRMR_Rec042_Mem041.20170725","","","2017-07-25","2017-08-19","","","48.08479","-112.74039","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera was bumped by cattle and facing toward the ground when I arrived.  Camera became unuseable (other than for mice) on 8/19/2017 20:55","No Bait","","Not Entered","","","18.3","","","Rec042"
"d32996","BAC.TRMR_Rec030_Mem022.20170903","","","2017-09-03","2017-09-29","","","48.07282","-112.73062","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Rec030"
"d32982","BAC.TRMR_Rec025_Mem057.20170902","","","2017-09-02","2017-09-28","","","48.12021","-112.66829","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec025"
"d28163","BAC.TRMR_Rec038_Mem037.20170726","","","2017-07-26","2017-09-04","","","48.08284","-112.66158","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec038"
"d28153","BAC.TRMR_Rec041_Mem040.20170725","","","2017-07-25","2017-09-04","","","48.10077","-112.70970","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera on U-post.  Success!","No Bait","","Not Entered","","","12.8","","","Rec041"
"d28141","BAC.TRMR_Rec010_Mem046.20170724","","","2017-07-24","2017-09-04","","","48.10009","-112.67524","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Rec010"
"d28143","BAC.TRMR_Rec028_Mem027.20170725","","","2017-07-25","2017-09-03","","","48.05745","-112.73791","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Rec028"
"d28164","BAC.TRMR_Rec032_Mem031.20170726","","","2017-07-26","2017-09-04","","","48.08311","-112.67405","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera on U-post. Success!","No Bait","","Not Entered","","","21","","","Rec032"
"d32984","BAC.TRMR_Rec019_Mem063.20170902","","","2017-09-02","2017-09-28","","","48.12186","-112.65728","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec019"
"d28161","BAC.TRMR_Rec007_Mem055.20170726","","","2017-07-26","2017-09-05","","","48.07604","-112.63395","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera on U-post. Success!","No Bait","","Not Entered","","","27.4","","","Rec007"
"d28165","BAC.TRMR_Rec006_Mem056.20170726","","","2017-07-26","2017-07-28","","","48.09486","-112.66146","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera on U-post.  Knocked over by cattle on 7/28/17 6:41 and rendered useless.","No Bait","","Not Entered","","","22.9","","","Rec006"
"d28144","BAC.TRMR_Rec030_Mem029.20170725","","","2017-07-25","2017-09-03","","","48.06750","-112.73691","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec030"
"d28150","BAC.TRMR_Rec040_Mem039.20170725","","","2017-07-25","2017-09-03","","","48.09476","-112.71746","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec040"
"d32993","BAC.TRMR_Rec031_Mem061.20170903","","","2017-09-03","2017-09-11","","","48.11177","-112.69256","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera bent over by coyote? on 9/11/17 20:41, rendering it essentially unuseable. Stopped data collection at that time.","No Bait","","Not Entered","","","20.1","","","Rec031"
"d28147","BAC.TRMR_Rec002_Mem049.20170725","","","2017-08-02","2017-09-03","","","48.07819","-112.72271","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera was bent over by cows within 3 days of deployment, and then re-set by someone on 8/2/17 12:44.  We considered the start date as the date the camera was re-set.  Camera was then bent back again so it was facing higher than normal near the end of deployment.","No Bait","","Not Entered","","","12.8","","","Rec002"
